,sent1,sent2,label,source
47,جنوب شرقی سن ژان دو لوز Ascain است ، با یک میدان روستایی که در آن خانه های مسحور قرن هفدهم و یک کلیسای معمولی چوبی و گالری احاطه شده است.,این کلیسا در قرن بیستم ساخته شده است.,c,translation-train
383,ناشران تجارت ۵ درصد كتاب كمتر از سال گذشته به فروش رساندند.,نرخ فروش ناشر تجارت در مقایسه با سال گذشته در حال افزایش است.,c,translation-train
313,این حمله در حالی صورت گرفت که یک ژنرال ارشد بریتانیائی پذیرفت شورش طالبان از آنچه انتظار می رفت نیرومندتر است.,شورش طالبان از آنچه انتظار می رفت ضعیف تر است. ,c,natural-voa
584,بله واقعاً اینگونه است و به این ترتیب ما واقعاً چیزی را از دست نمی دهیم، می دانید، در مورد آن کودکان.,ما واقعاً در مورد مزایای مراقبت های کودکان چیزی از دست نداده ایم.,n,translation-train
2266,میستوو ۴۱۰ نفر جمعیت دارد.,جمعیت میتسوو بالای ۳۰۰ نفر است.,e,natural-wiki
717,تپه اطراف شهر سوخته ۲۷۶ در شهرستان زابل، بخش شیب آب، دهستان لوتک، روستای حومه شهر سوخته، ۱۴/۲۳ کیلومتری جنوب غرب پایگاه باستان‌شناسی شهر سوخته واقع شده و این اثر در تاریخ با شمارهٔ ثبت ۱۸۹۸۸ به‌عنوان یکی از آثار ملی ایران به ثبت رسیده است., مساحت تپه‌ها با ابزار دقیق محاسبه شده است.,n,natural-wiki
20,فروشگاههای انفرادی صنعتگران دیگر در اینجا نیستند ، اما می توانید از یک کارخانه ابریشمبافی ، یک کارخانه سرامیک و استودیوی هنری فولس Foshan بازدید کنید ، که در چنین جاهایی می توانید کارگرانی را که در حال ساخت فانوس های چینی ، حک کردن مجسمه ها ، پیمایش های نقاشی و برش طرح های پیچیده هستند، مشاهده کنید.,کارگران مجسمه سازی می کنند و کتیبه ها را با شور و شوق زیادی نقاشی می کنند.,n,translation-train
55,"جولیوس قبل از گاوصندوق در آپارتمان ، سؤال خودش و مکث قبل از پاسخ او ، ""هیچی"". واقعاً هیچی نبود؟",جولیوس مدتی مکث کرد ، قبل از اینکه به او پاسخ دهد.,e,translation-dev
91,شهروندان ایالات متحده آمریکا حق دارند خود را تحسین کنند که توانستند نمونه ای از یک سیاست بزرگ و لیبرال را که شایسته تقلید است ، به بشر اراپه کنند.,قرار است شهروندان ایالات متحده به خودشان افتخار کنند.,e,translation-train
41,در حدود ۱۵۰۰ سال قبل از میلاد ، فوران گسترده آتشفشانی در سانتورینی نه تنها اکروتیری بلکه کل تمدن مینو را زیر خاکستر و گل مینا نابود کرد.,کل تمدن مینوسی توسط فوران آتشفشانی نابود شد.,e,translation-dev
7165,در گزارش کنوانسیون تجارت بین المللی، تقاضای شاخ کرگدن درحالیکه حتی طب سنتی هم استفادۀ آن را اشتباه میداند دلیل افزایش سریع میلیاردرهای کشور ویتنام شده است. میزان بالای سرطان و نبودن امکانات درمانی و بیمارستانی خود مزید بر علت است. ,در ویتنام مرسوم است که برای درمان سرطان از شاخ کرگدن استفاده کنند وهمین باعث به خطر افتادن گونۀ این حیوان شده است.  ,e,natural-wiki
369,اجازه دهید من از شما بپرسم آیا هنوز کاتالوگ یا چیزی از این افراد بدست آورده اید,آیا آن افراد چیزی برای شما ارسال کردند؟,n,translation-train
928,منتقدان استار فکر می‌کنند این زیاده‌خواهی‌ها و ناکامی‌ها او را به انسان بدی تبدیل می کند.,منتقدان او فکر می کنند که او با شکست‌هایش تعریف می‌شود.,e,translation-train
7040,درحمله ای جداگانه در بزرگراه پايتخت به فرودگاه مردان مسلح به دو اتومبيل که احتمالا حامل پيمانکاران غير نظامی بود، حمله کردند.,صبح امروز در   فرودگاه پايتخت  پرواز های زیادی انجام شد.,n,natural-voa
1438,قبل از اینکه من دنبال کردم٬  من صبر کردم و شنیدم که درب بیرون از خانه بسته است.,من حتی قبل از بسته شدن درب بیرونی دنبال می کردم.,c,translation-train
1586,من نمی توانستم از تصور کردن به یک طلسم در حال رقص در اندازه واقعی اش دست بردارم.,من طلسم را دوست ندارم.,c,translation-train
7224,او استدلال می‌کند که علم هرگز نمی‌تواند به بنیادی‌ترین پرسش‌های مربوط به حیات پاسخ دهد. پرسش‌هایی مانند این که چگونه می‌توان راه و روش زندگی را به مردم یاد داد و به آنها گفت که به چه چیزهایی بها بدهند. ,تنها با روشهای علمی نمیتوان بشر را به تکامل و تعالی رساند.,e,natural-wiki
203,ریپس به اندازه کافی به دلیل پذیرش سند تکذیب خشمگین شد که وی وکیلی را گرفت،  که به مجله توصیه کرد که اتهامات موجود در مقاله منتشر شود ...,ریپس با پذیرش انکار و رفتار بی تفاوت آنها عصبانی شد ، بنابراین وی وکیلی گرفت که به مجله توصیه کند که اتهامات مربوط به آنها را انتشار دهند ...,n,translation-train
15,تاریخ از قانون طبعیت نمی کند.,اگر درباره  گذشته و آینده صحبت می کنیم، قوانین ضعیف هستند.,n,translation-train
539,آه ، بنابراین کاری که اونا انجام میدن اینه که تخفیف نقدی می دن چون فک کنم اضافه بها غیرقانونیه,اضافه بها، به خاطر سواستفاده قبلی از آن، اکنون غیرقانونی است.,n,translation-train
448,اما از ابتدای امسال با  کمبود اعتبارات و منابع مواجه شدیم و از آنجا که منابع مالی محدود ما نیز  نمی‌توانست به این بخش تزریق شود سرعت کار کمی کند شد.,پیشرفت پروژه به علت مشکلات مالی با متوقف شد.,e,natural-miras
1547,من سعی می کنم به یکی از کسانی که توسط اتحادیه اعتباری حمایت مالی شده اند تغییر دهم اگرچه به نظر می رسد سود بسیار کمی داشته باشد.,من سعی کردم به یکی از بانک مرکزی آمریکا تغییر دهم.,c,translation-train
802,من امیدوارم که شما بتوانید از دید من به دنیا نگاه کنید.,تهدید ظریفی در صدای او وجود داشت ، وقتی گفت: «من امیدوارم که شما بتوانید از دید من به دنیا نگاه کنید.»,n,translation-train
970,"دوسانتوس در سال ۲۰۰۱ میلادی اعلام کرده بود که در انتخابات شرکت نمی‌کند،
 اما بار دیگر در سال ۲۰۰۳ میلادی به عنوان رهبر حزب حاکم و رئیس‌جمهور آنگولا معرفی شد.",دوسانتوس در سال ۲۰۰۱ میلادی اعلام کرده بود که در انتخابات شرکت نمی‌کند، اما بار دیگر در سال ۲۰۰۳ میلادی به عنوان رهبر حزب حاکم و رئیس‌جمهور آنگولا معرفی شد. دوسانتوس در سال 2003 کاندیدای انتخابات ریاست جمهوری شده است.,e,natural-wiki
